"","VIS_min","VIS_max","VIS_mean","VIS_mean_distribution","VIS_contrast","VIS_entropy","VIS_second_angular_momentum","IR_min","IR_max","IR_mean"
"325",9,152,27.4556590889839,0.0883,798.5416,0.0244,5.66497623857766,177,246,215.4141
"326",7,202,75.7305,0.1179,1558.2792,0.0197,6.39883073469133,172,247,214.5078
"327",3,107,20.918,0.0553,427.6792,0.0407,3.41133255268026,203,249,238.6797
"328",7,155,44.6367,0.0653,549.5833,0.0362,6.6555789746502,161,240,215.7852
"329",7,129,19.4648,0.0327,183.6667,0.08,8.9073,176,239,232.0781
"330",4,51,11.3711,0.0146,38.8083,0.1375,2.3755,223,245,241.5508
"331",3,130,23.5547,0.0556,546.8667,0.0668,6.06930595999272,189,240,230.3477
"332",9,160,53.2227,0.0671,520.775,0.0336,6.69004686296146,168,236,211.3633
"333",6,102,20.4883,0.0282,143.8125,0.0876,2.8622,209,247,239.3516
"334",4,125,36.6484,0.0769,699.0417,0.0264,3.63040651135924,206,252,236.0078
"335",14,189,95.8477,0.1037,1176.8668,0.0197,7.31646589859687,154,233,183.1172
"336",6,136,31.7109,0.0502,382.5833,0.0485,6.21550941775347,177,241,225.4805
"337",2,73,10.4336,0.0214,99.5125,0.1078,2.6145,219,249,243.0195
"338",1,82,12.5703,0.034,183.2458,0.065,3.0501,209,247,240.6484
"339",10,175,62.5039,0.0871,902.9667,0.0239,5.39165960346056,176,246,218.25
"340",11,136,60.6641,0.09,851.3667,0.0238,6.74038146801629,170,235,206.6172
"341",7,109,36.8672,0.0512,342.1959,0.0397,4.38741490593819,207,245,231.5781
"342",9,147,47.1484,0.0667,491.6958,0.0291,6.57978273829452,170,237,215.8594
"343",5,179,68.2656,0.0853,886.5667,0.0256,6.86848574017115,158,238,200.4766
"344",5,108,29.1602,0.0322,176.3417,0.0855,8.9583,176,239,218.1758
"345",3,130,18.2188,0.0297,180.3792,0.1084,8.4708,155,235,216.5117
"346",1,2,1.7109,4e-04,0.1125,0.8003,0.3517,249,255,251.5156
"347",4,58,8.7422,0.0111,48.5542,0.303,1.8039,222,247,244.0117
"348",5,173,48.1641,0.0721,630.2791,0.0291,7.04374841303233,162,236,212.6133
"349",4,127,26.6719,0.0559,403.9792,0.0361,7.19820190173995,167,234,220.6367
"350",5,63,9.3828,0.0143,38.9458,0.1532,2.3187,214,246,243.2031
"351",10,124,49.6211,0.0696,507.3792,0.0286,5.75530837973862,184,242,216.832
"352",7,95,26.582,0.0404,237.7333,0.0532,4.64322056921118,196,246,233.4375
"353",12,157,61.1992,0.0746,547.9626,0.0298,6.97779414908665,161,233,203.5313
"354",10,157,43.8516,0.0685,601.9667,0.0322,5.05294975138764,187,245,226.3281
"355",3,44,5.9297,0.0068,16.1542,0.3765,1.5384,223,251,248.2148
"356",1,2,1.8945,3e-04,0.0667,0.8756,0.2449,249,252,250.3477
"357",4,83,19.0039,0.0264,104.8375,0.0806,2.8792,205,246,236.6992
"358",2,165,34.6133,0.0815,1083.7041,0.0407,5.69118991514987,180,242,225.457
"359",2,40,8.4336,0.0237,77.6583,0.0811,2.791,217,250,246.1094
"360",8,139,37.418,0.0805,800.4835,0.0286,5.11275271261468,188,246,230.3359
"361",7,177,74.5078,0.0951,1087.2251,0.0241,7.24551007742299,152,233,194.1328
"362",5,113,32.5391,0.0529,369.7042,0.0396,4.05017996289452,196,249,232.8633
"363",3,185,45.8633,0.0916,1339.0625,0.0382,5.34781751560552,169,249,226.4961
"364",6,120,23.3164,0.0402,227.4375,0.0563,6.49099665003589,191,238,227.3477
"365",3,81,10.9219,0.0249,129.3042,0.1062,2.72,203,247,241.1406
"366",1,2,1.5781,4e-04,0.1042,0.8134,0.3341,247,249,248.0742
"367",2,30,3.543,0.0063,11.3583,0.3118,1.6225,238,252,249.3086
"369",2,205,69.0469,0.0886,1180.2876,0.0506,6.56410358348534,158,242,206.7188
"370",4,85,12.8789,0.0221,105.0958,0.1122,2.6387,212,247,241.3281
"371",55,190,113.5586,0.0589,387.3833,0.0358,9.56488975340266,47,148,132.760172811226
"372",11,183,80.6367,0.1057,1190.2375,0.0212,7.19620276129363,155,234,197.3398
"373",2,76,8.3086,0.0208,123.5,0.1797,2.356,218,250,245.7539
"374",3,76,18.0508,0.0486,336.7959,0.0436,5.04397612219707,200,242,232.3711
"375",5,78,17.043,0.0299,140.3542,0.0764,8.8842,195,238,230.6953
"376",8,178,65.5117,0.1076,1328.2583,0.0205,6.77378381205943,171,239,211.9063
"377",2,138,11.6367,0.0341,324.4042,0.1301,2.84323283956348,192,253,245.9063
"378",2,4,2.3164,9e-04,0.225,0.6513,0.5332,248,250,249.6758
"379",5,94,24.3477,0.0306,127.5875,0.0683,3.0043,205,245,234.2383
"380",7,138,60.1914,0.0622,416.1292,0.0336,5.01010273989976,202,244,221.1641
"381",9,171,87.6211,0.0924,840.9417,0.0238,7.2949005038258,153,231,187.6367
"382",3,188,20.3594,0.0336,265.1833,0.0989,3.36989922922435,189,250,240.4297
"383",4,157,61.0078,0.0869,885.1249,0.0246,6.80485231382269,155,238,200.3516
"384",8,180,97.2383,0.1108,1161.3209,0.0196,7.27567109680851,160,236,188.5898
"385",2,3,2.0195,1e-04,0.0333,0.9356,0.1461,247,250,248.6367
"386",7,170,65.0078,0.1001,1111.0167,0.0205,6.69486369634961,167,239,210.7578
"387",7,90,29.9531,0.0412,205.2292,0.0477,4.24549788665269,210,245,233.6016
"388",7,179,52.6797,0.0886,951.0167,0.0244,5.47608502247457,170,247,223.1133
"389",4,204,74.3203,0.1226,1922.7754,0.0205,7.96538368061178,161,240,203.7539
"390",4,179,46.1172,0.0888,1041.1792,0.0266,6.23774981092174,172,242,218.8398
"391",10,175,64.9063,0.0679,514.4625,0.0288,6.07236262114074,164,243,210.9141
"392",9,227,92.4805,0.1325,1890.4169,0.0166,8.69476750737905,165,237,199.5391
"393",8,111,34.8594,0.0655,478.8208,0.0336,4.61860890391265,198,247,230.8594
"394",5,131,17.207,0.0315,186.675,0.0735,2.9624,181,246,238.5352
"395",8,157,53.3984,0.1007,1161.0459,0.0214,5.50838845238444,176,246,221.7617
"396",4,56,12.582,0.0164,45.1958,0.1248,2.4542,220,249,241.4727
"397",6,149,32.5234,0.0634,508.3959,0.0325,6.54190483548635,164,240,223.9961
"398",7,162,61.1367,0.0991,1058.4084,0.0233,5.53858479812293,176,246,218.5977
"399",4,36,8.7266,0.0098,23.9333,0.2362,1.9463,222,241,237.9102
"400",2,19,3.668,0.0052,7.0917,0.3241,1.4972,242,251,249.043
"401",2,247,76.5078,0.1079,2089.8503,0.0884,6.74062219995737,166,247,214.0273
"402",5,157,29.6128900273481,0.0808,734.5125,0.0263,7.23778171655191,140,238,205.1055
"403",4,230,69.6602,0.0986,1249.1833,0.029,5.77871814227403,166,247,215.4258
"404",5,94,20.5938,0.0441,248.35,0.0483,7.06167500566885,186,236,225.125
"405",16,147,82.3711,0.0734,541.6792,0.0277,6.85863985513846,161,231,191.6836
"406",11,157,65.6172,0.0945,922.4584,0.0237,7.20431085863014,160,231,199.9414
"407",3,34,5.5977,0.0099,24.3417,0.2243,1.9724,234,252,249.0117
"408",4,127,31.7109,0.071,692.0291,0.0321,4.59863242618877,186,249,233.207
"409",2,95,10.5078,0.0229,126.6333,0.1328,2.6095,205,251,245.332
"410",9,169,62.7578,0.0983,1106.2377,0.0228,6.88780478541071,159,237,205.793
"411",13,168,77.4258,0.0474,253.6792,0.0395,7.90480072451471,55,217,146.25
"412",9,198,98.6719,0.0611,399.3751,0.0346,5.30430599577508,186,245,211.4844
"413",3,68,11.2031,0.0261,120.8208,0.0852,2.8486,212,251,245.5313
"414",2,4,2.0469,1e-04,0.0333,0.9356,0.1461,249,253,251.7422
"415",4,128,25.418,0.0651,583.0417,0.033,5.31749407302695,184,245,228.9375
"416",22,194,100.1641,0.106,1144.4333,0.02,7.31285023948981,159,227,186.8672
"417",1,161,23.9258,0.0638,770.4333,0.0694,3.97330971425407,193,249,237.6523
"418",5,141,25.3945,0.0569,522.9875,0.0443,4.13154671578786,188,249,237.2734
"419",2,59,4.418,0.0063,22.4333,0.395,1.3598,212,243,240.7344
"420",5,197,75.7148,0.093,921.6041,0.0224,5.06829628801939,187,249,215.5391
"421",8,112,34.6016,0.0451,255.5917,0.0454,6.1634120117726,187,239,224.0938
"422",3,83,16.0156,0.036,186.2708,0.0589,9.4386,202,246,232.2617
"423",1,4,1.1367,8e-04,0.2875,0.7059,0.5281,250,253,251.75
"424",7,181,64.7969,0.1313,1734.2708,0.0166,6.3165375354145,186,247,218.4766
"425",2,144,25.9063,0.0781,912.625,0.0351,3.7506952961295,189,251,238.3047
"426",8,124,43.4063,0.0398,230.2292,0.0509,7.63820897887615,59,227,172.6563
"427",3,63,9.2891,0.0241,123.2708,0.114,2.6864,214,245,241.682874283364
"428",3,204,61.6836,0.1507,2519.9666,0.0169,7.43992516577418,174,249,220.8438
"429",2,5,2.9805,6e-04,0.1875,0.7588,0.4512,247,250,249.4883
"430",5,236,62.5977,0.0918,1275.3168,0.0333,5.67934220155341,165,250,221.168
"431",2,121,12.918,0.0304,290.7792,0.2396,2.56406066683634,204,252,244.8555
"432",11,199,111.0195,0.0938,972.0583,0.0239,7.20908435281984,152,234,178.4883
"433",2,161,58.5898,0.0895,1040.7209,0.0273,4.4824196541206,193,250,224.4844
"434",6,252,78.7188,0.1208,1733.3667,0.0199,7.09734318530174,166,242,207.7383
"435",5,99,22.5938,0.0506,335.6084,0.0414,3.75834579545926,204,250,238.1719
"436",9,184,71.3477,0.0987,1027.7041,0.0229,5.98086859463982,166,246,210.6055
"437",6,157,53.3086,0.1049,1196.0625,0.0231,5.55039910995715,178,247,220.5
"438",2,63,9.2188,0.0201,63.975,0.1041,2.6295,210,250,244.7539
"439",3,68,13.457,0.0243,89.3167,0.0888,2.8013,220,249,243.957
"440",5,108,41.4375,0.0476,309.8459,0.0496,6.76341341424308,159,239,208.8672
"441",4,166,53.5469,0.0812,872.3251,0.0284,6.772132480994,156,239,208.1836
"442",4,28,5.0781,0.0028,2.8625,0.441,1.0934,235,247,245.2266
"443",4,83,26.4609,0.0546,333.4792,0.0344,5.48849912293027,204,241,228.9258
"444",6,159,49.7188,0.0514,326.4083,0.0417,6.32307177304527,176,239,216.3359
"445",3,15,3.8203,0.0032,2.8917,0.4264,1.2133,243,249,247.9766
"446",7,229,87.8516,0.1242,1691.567,0.0178,8.38871726101162,148,237,194.9102
"447",4,182,58.0781,0.1229,1744.071,0.0202,6.33568764221793,170,248,218.2344
"448",2,185,18.1641,0.0378,654.4459,0.2575,3.51628943635434,173,249,239.7891
"449",4,28,5.8438,0.0053,7.1333,0.3057,1.5227,234,247,245.4063
"450",5,203,73.3633,0.1002,1120.4918,0.0215,7.30891006891195,121,237,196.4141
"451",7,95,27.6641,0.0488,284.2875,0.0396,4.41126271528458,200,247,234.7773
"452",6,188,50.5273,0.0887,921.2458,0.0251,5.34219654598795,172,248,225.207
"453",11,164,76.7344,0.0906,850.8666,0.0228,7.12051088418608,156,232,195.4453
"454",1,111,7.7891,0.0233,161.8334,0.1637,2.4469,204,252,244.8633
"455",7,141,52.1211,0.0878,828.8542,0.0235,5.30718939518159,186,247,220.4844
"456",2,66,5.6602,0.0128,75.4375,0.4249,1.5809,220,253,249.875
"457",4,168,47.4375,0.0855,948.3625,0.031,6.94170349842872,152,237,206.0938
"458",4,190,67.8711,0.1073,1423.5292,0.0216,6.94086318213341,159,240,204.5938
"459",1,17,1.8164,0.0042,5.1292,0.3547,1.3558,245,253,251.9141
"460",3,192,48.5273,0.0766,834.225,0.0361,6.39510117394818,158,242,216.1484
"461",6,152,44.8945,0.0851,840.9542,0.0251,4.93044313428217,179,249,226.1523
"462",3,136,28.1406,0.0522,471.0833,0.0609,5.42925593877968,175,245,228.75
"463",5,141,18.6367,0.034,213.5583,0.0718,4.35250016166974,193,245,237.6133
"464",11,205,101.9063,0.1196,1517.5291,0.0189,8.35432939313477,119,233,174.2461
"465",10,118,42.5859,0.0582,403.9167,0.0355,7.14082623373215,174,233,214.8086
"466",10,184,84.5586,0.0981,1073.5375,0.0215,7.06089532189285,151,237,193.4531
"467",5,157,45.293,0.0906,1006.1542,0.025,6.59514839062177,161,240,216.2422
"468",2,50,6.9648,0.0172,67.9,0.1564,2.3962,225,252,249.4023
"469",3,15,5.125,0.0044,3.9208,0.3175,1.439,239,246,244.0391
"470",7,176,81.75,0.0976,1012.6793,0.0217,6.97664529151217,153,238,193.0781
"471",5,136,35.6406,0.0751,732.0626,0.0307,4.15505593918357,186,252,233.4336
"472",7,97,32.2031,0.0395,199.3667,0.0515,9.6804,191,245,228.8828
"473",6,144,28.3555,0.0547,439.6042,0.0428,4.36829348727514,191,247,235.8594
"474",1,65,7.1328,0.0211,99.3042,0.1341,2.5457,219,249,244.8516
"475",5,10,5.5469,0.0012,0.4375,0.6089,0.7044,241,247,244.9453
"476",9,178,73.6563,0.1188,1567.1584,0.0197,6.4599020839179,169,247,211.3828
"477",1,41,3.4375,0.01,23.2875,0.2269,1.9568,231,249,246.25
"478",4,78,12.1563,0.0215,107.8208,0.1449,7.6149,193,235,229.9531
"479",10,154,50.7695,0.0708,581.3626,0.0297,5.7566342376495,176,243,219.3281
"480",8,166,69.9609,0.0659,542.725,0.0317,7.12961114801883,150,233,190.8125
"481",2,45,4.7656,0.0093,31.4625,0.3097,1.7613,231,253,248.9219
"482",6,206,91.625,0.1186,1434.1835,0.0182,7.52232688789126,158,240,193.4961
"484",5,162,49.125,0.0696,728.8458,0.0389,5.59140982823869,169,247,218.1094
"485",3,139,28.9805,0.0644,591.0958,0.0428,5.25625929868602,186,245,229.5313
"486",5,232,109.8516,0.0878,924.4875,0.0315,6.76474245667076,155,240,189.0508
"487",3,56,9.207,0.0124,41.8375,0.2425,2.0399,213,242,237.1836
"488",3,167,59.2109,0.0877,933.6583,0.0309,4.70252457131227,186,250,221.5469
"489",15,159,75.3828,0.1005,1087.3751,0.0213,7.10881580293118,157,232,198.543
"490",9,182,64.7305,0.1194,1549.0294,0.0185,6.76975635892522,175,240,214.168
"491",2,197,25.707,0.0631,945.3751,0.1406,5.3638747558238,168,243,228.6445
"492",4,148,27.8398,0.0778,748.8,0.0278,3.95150945993815,189,251,237.668
"493",1,5,1.9805,4e-04,0.1333,0.8192,0.3424,247,251,249.2461
"494",3,59,10.6445,0.0258,121.5417,0.0994,2.7606,219,254,247.3516
"495",5,208,118.9336,0.0953,1033.9834,0.0233,7.29731010969384,148,235,174.0664
"496",6,89,20.875,0.0312,151.1625,0.0756,3.0173,206,247,236.9727
"497",5,169,45.2383,0.075,799.4958,0.0332,7.2146074102405,155,236,211.6172
"498",5,201,47.6406,0.099,1189.8625,0.0228,6.01612857366987,172,243,218.9922
"499",13,189,104.625,0.0963,929.8791,0.0231,7.37709858831507,151,227,177.1563
"500",19,157,72.3438,0.0539,328.5458,0.0359,7.35640783972316,132,224,179.5234
"501",6,189,65.3516,0.0848,797.3792,0.0241,7.05629076961835,150,236,199.9023
"502",3,32,4.8594,0.0054,14.3875,0.5361,1.1768,230,250,247.4414
"503",3,163,47.2617,0.0874,982.1416,0.0266,4.32354767127937,194,249,228.8828
"504",6,125,30.8516,0.0521,345.225,0.0393,6.67293880289966,172,237,222.2344
"505",3,17,4.5508,0.0051,5.6458,0.2982,1.5039,242,249,246.6406
"506",12,151,73.7461,0.0887,793.2791,0.0236,5.79133123371961,180,242,210.1367
"507",4,84,23.168,0.0258,104.2625,0.081,2.8656,207,245,236.8086
"508",8,164,58.5664,0.0767,658.2084,0.0265,5.72914856633026,172,245,216.2109
"509",3,197,39.0938,0.0654,738.8542,0.0494,6.22642652746945,158,242,220.8906
"510",7,133,44.793,0.0695,598.8168,0.0339,5.66401149535632,182,243,222.5078
"511",7,140,45.8047,0.0689,522.4583,0.0291,6.94860042965697,107,241,202.4219
"512",7,150,45.6445,0.0769,662.1374,0.0272,5.13971433062998,183,247,225.0195
"513",2,155,19.4258,0.0509,433.0292,0.0464,4.38796235484108,192,246,235.8711
"515",3,13,3.9492,0.0037,3.5917,0.3843,1.309,245,250,248.3008
"516",8,192,74.6133,0.0869,783.6541,0.0236,6.95094028711921,157,236,198.8164
"517",1,212,59.1484,0.0648,770.4875,0.1168,4.06257153663588,187,252,227.3711
"518",5,125,31.7891,0.0647,506.9751,0.031,6.77603483853193,166,239,219.3828
"519",7,185,77.6406,0.0818,730.0624,0.0239,6.96776512209736,156,236,194.5938
"520",1,166,32.3789,0.0514,575.8542,0.2158,3.07546908287969,193,251,236.4258
"521",8,135,35.7891,0.0435,248.7542,0.0477,6.67413403646077,166,238,220.3789
"522",4,86,12.2773,0.0242,128.2708,0.1232,2.6343,206,249,243.2852
"523",8,166,82.6172,0.07,584.5459,0.0308,6.64535754904559,157,238,192.1016
"524",10,193,62.1367,0.0918,901.1542,0.0226,5.77445378652093,174,243,216.3828
"525",3,153,19.6758,0.0403,316.5042,0.0769,3.43612682720174,180,251,240.8477
"526",4,181,51.957,0.1034,1252.1793,0.0219,6.94631707319101,155,239,211.4727
"527",12,145,72.1367,0.0779,602.9042,0.0278,5.29985676161541,197,244,218.8867
"528",7,193,88.8398,0.0884,810.1126,0.0223,7.07413810735938,150,236,186.0195
"529",41,197,77.5402628151701,0.0586,383.4459,0.0343,6.71409885041357,153,217,161.1641
"530",10,182,106.7813,0.1244,1534.4332,0.019,8.41292875629919,151,233,176.25
"531",4,99,23.6602,0.0414,313.9875,0.0876,3.75725127739886,193,249,236.5078
"532",12,153,61.3789,0.087,804.0458,0.0246,5.51572352841834,182,244,218.8906
"533",10,206,28.0235394410157,0.0612,458.5917,0.0329,5.98143555762266,191,243,201.1875
"534",8,71,17.9258,0.0193,56.8375,0.1029,2.6035,225,245,239.6133
"535",1,3,1.9922,1e-04,0.0292,0.9434,0.1318,250,252,251.5664
"536",7,179,50.6641,0.0767,687.8125,0.026,6.49942386415858,160,241,213.8125
"537",7,121,34.1797,0.0414,296.4417,0.1252,6.95040874290476,169,236,219.8555
"538",6,160,33.9609,0.0662,720.7917,0.0448,5.07224175173482,177,247,231.5508
"539",6,160,47.332,0.0836,777.975,0.0247,6.31269773889176,176,240,218.8516
"540",10,157,71.6641,0.0954,959.3207,0.0227,6.86742727694466,155,237,199.5195
"541",4,174,38.7656,0.0688,674.7125,0.0364,5.2892715459776,169,247,227.1992
"542",2,119,12.4102,0.0241,223.5625,0.3338,2.23251573210412,200,252,244.8984
"543",22,198,129.5039,0.0876,801.9874,0.0233,7.4926181935736,151,225,166.3086
"544",7,52,20.4023,0.0317,116.7208,0.0561,9.2223,210,236,227.7109
"545",7,166,72.0156,0.1129,1359.3418,0.0212,7.22550850864983,159,237,196.4023
"546",6,113,29.5977,0.0527,354.95,0.0377,6.05653877391532,189,240,228.0508
"547",2,87,17.0938,0.0486,355.2625,0.0544,3.61621544247302,207,247,238.25
"548",4,54,13.3516,0.0245,83.7625,0.0799,2.7868,227,249,243.2344
"550",3,98,12.8633,0.033,231.3375,0.1003,3.87762973018412,191,247,234.8867
"551",2,3,2.0156,1e-04,0.0167,0.9672,0.0848,246,248,246.8789
"552",4,182,64.0859,0.0945,919.7751,0.0215,6.94284692637263,151,238,200.8906
"554",8,147,54.0781,0.0931,994.0626,0.0233,6.29598508938843,183,237,216.8086
"555",3,88,11.7695,0.0316,214.7125,0.0873,4.48163390836076,196,244,238.4961
"556",3,104,21.1367,0.0529,365.7626,0.0392,3.29403969819097,201,252,241.2969
"557",7,135,46.2461,0.0674,506.3292,0.031,6.11076334424116,172,242,216.9023
"558",4,129,23.2031,0.0565,539.1459,0.0453,3.42979051206244,193,253,241.6289
"559",3,88,14.2539,0.0292,141.65,0.0786,2.9199,210,250,242.3477
"560",2,4,2.8477,6e-04,0.15,0.745,0.4227,245,247,246.3633
"561",6,125,40.3828,0.0722,564.6875,0.0283,7.0071276150254,172,235,214.4922
"562",3,88,15.9805,0.0278,165.3875,0.1412,2.6531,200,250,240.9492
"563",6,97,21.6563,0.0361,214.9833,0.0709,4.92748759374031,189,245,232.6836
"564",12,164,71.207,0.0667,490.4792,0.031,7.38013516446502,153,228,190.582
"565",1,2,1.8516,5e-04,0.1167,0.7939,0.3602,250,254,252.0859
"566",2,41,3.7148,0.0064,21.5042,0.3711,1.4533,233,253,251.1914
"567",4,81,17.0859,0.035,185.1125,0.0627,9.3141,202,242,233.5898
"568",6,150,44.6367,0.0844,811.0958,0.0267,7.01016755903752,161,235,212.1094
"569",2,97,19.8477,0.0511,412.2917,0.0542,5.5416006748098,197,241,232.0234
"570",8,194,89.3789,0.0912,869.4418,0.0243,6.89455606195085,161,237,194.5469
"571",2,3,2.1992,3e-04,0.075,0.8613,0.2664,248,252,249.8047
"572",2,3,2.1328,4e-04,0.1042,0.8134,0.3341,245,249,246.8008
"573",5,172,53.5664,0.0916,936.2833,0.0231,5.35404306890706,170,249,221.7188
"574",9,93,27.9414,0.0437,219.425,0.0438,4.7918908250397,202,243,231.6133
"575",6,99,13.6211,0.0165,27.659,0.1678,2.3173,205,246.64152437572,241.1406
"576",4,148,32.0625,0.0608,546.9709,0.0388,7.21253973203893,155,237,218.5234
"577",5,137,15.1875,0.0257,188.0417,0.1494,2.5417,193,249,243.1992
"578",7,166,75.5547,0.0868,881.9709,0.0257,6.91170648244414,154,237,197.1445
"579",5,62,9.3828,0.007,15.2208,0.2636,1.6887,219,245,241.9219
"580",9,232,62.6328,0.1021,1285.1292,0.0237,5.91303773391838,170,246,218.3047
"581",4,178,40.0313,0.0928,1149.9417,0.0261,5.06505200391025,170,249,231.2031
"582",3,161,20.4297,0.042,391.7667,0.0797,5.65109065519809,167,242,230.7305
"583",6,93,19.1953,0.0284,120.5333,0.0734,2.9216,214,246,239.3789
"584",5,187,41.5664,0.0793,893.1374,0.0316,4.83609813071208,178,250,226.4102
"585",3,47,6.9766,0.0114,24.9583,0.161,2.1511,230,252,247.6758
"586",5,183,43.707,0.1041,1372.9958,0.0212,5.50898524395143,176,247,226.1953
"587",3,66,14.5156,0.0231,71.3042,0.0846,2.7558,220,251,242.9453
"588",3,172,29.5508,0.0732,800.7667,0.035,5.33673338153805,176,245,230.8164
"589",7,70,15.1484,0.0201,62.2292,0.0996,2.624,216,247,241.332
"590",4,5,3.33533675831939,8e-04,0.2042,0.675,0.5061,245,247,245.9844
"591",1,61,7.2578,0.0205,63.2875,0.0926,2.6909,217,249,244.8359
"592",7,197,61.2773,0.1014,1230.9792,0.0223,6.4335813774888,170,241,211.6953
"593",12,172,84.2109,0.073,547.5917,0.0275,6.49140165397271,159,238,199.3672
"594",5,105,20.9688,0.0398,229.7875,0.0575,4.91181855673446,191,244,234.332
"595",4,191,81.0234,0.0869,787.4542,0.0257,7.00797467751086,150,237,190.6914
"596",9,142,47.6602,0.0695,562.2833,0.0284,6.34516306085123,174,240,217.6953
"597",3,135,27.7188,0.0744,702.6166,0.0311,3.96795740430618,188,250,235.6602
"598",10,148,61.8398,0.0872,884.9084,0.0236,5.62032118619157,181,243,215.7539
"599",1,130,7.8867,0.0174,174.6208,0.372,1.6972,201,251,246.7969
"600",5,179,44.8711,0.0549,455.2959,0.0444,6.7100165555418,155,240,213.4922
"601",8,177,65.3008,0.0547,321.9291,0.035,5.50958146513261,186,243,219.4648
"602",4,178,55.2109,0.1271,1803.3083,0.0187,5.97979206376646,178,250,222.4883
"603",9,206,87.8633,0.0928,975.2958,0.0222,7.19242984715651,153,233,190.0977
"604",4,195,79.8555,0.103,1316.2625,0.0217,7.07470976467421,155,239,196.1289
"605",1,2,1.3086,6e-04,0.1583,0.7335,0.4369,249,254,250.625
"606",5,78,24.6289,0.0399,186.6375,0.0474,3.2339,218,247,237.3555
"607",3,179,44.9141,0.0531,440.6458,0.0516,4.60923674372581,195,247,229.6211
"608",3,146,23.4688,0.0623,691.8958,0.0503,5.55103478141697,186,242,230.207
"609",3,170,44.2773,0.0409,251.0459,0.0736,4.54089399605592,196,246,229.4219
"610",10,141,54.4648,0.057,375.0458,0.0343,6.082159999974,175,242,215.2383
"611",52,193,129.1523,0.0484,252,0.0403,3.52715811840765,178,221,189.1016
"612",5,148,42.9922,0.035421940839919,725.2166,0.026,5.54953266325332,180,244,223.3594
"613",3,167,39.5078,0.0673,714.5875,0.0541,3.80963585588073,182,254,234.25
"614",6,114,20.1016,0.026,147.8542,0.1073,8.2137,188,240,232.6719
"615",11,201,83.6602,0.1004,1033.2999,0.0218,6.98944390326591,155,236,193.1172
"616",2,4,2.8242,6e-04,0.1458,0.7509,0.4154,246,248,246.7031
"617",2,34,6.5898,0.0175,53.8542,0.1193,2.5122,234,252,247.6563
"618",4,24,5.7656,0.0034,4.725,0.474,1.1576,236,246,244.8125
"619",6,64,15.7305,0.0249,89.2917,0.0808,8.4555,213,237,231.6563
"620",8,144,57.7969,0.0894,849.5167,0.0241,5.50477349483659,182,245,216.5
"621",6,141,51.9727,0.0799,709.2292,0.0259,6.77520210960036,162,237,208.5352
"622",7,181,70.9805,0.1202,1538.3751,0.0181,6.20698046519724,175,248,212.7656
"623",1,34,2.3945,0.007,20.3,0.3165,1.5482,237,253,251.3164
"624",4,29,6.5938,0.0051,9.9917,0.3926,1.3711,233,246,243.8633
"625",6,84,18.5781,0.0274,103.9542,0.0724,2.8824,220,244,238.8438
"626",2,120,16.4102,0.0423,397.775,0.0975,3.10138325944044,192,252,243.8945
"627",9,106,34.4063,0.057,356.3791,0.0333,6.89382400343516,182,235,219.6797
"628",10,200,98.3945,0.1145,1335.8457,0.0177,7.69651780787821,154,236,184.3867
"629",4,7,4.918,5e-04,0.1458,0.7678,0.4112,244,246,245.2617
"630",7,157,82.5742,0.0933,894.1209,0.0224,6.90345407011906,158,236,190.6445
"631",9,144,43.7813,0.0524,311.1583,0.0369,6.72453180959696,168,236,216.6719
"632",5,45,8.1367,0.0058,10.7958,0.3127,1.5505,229,247,245.1133
"633",4,89,9.9727,0.0184,100.0833,0.1507,7.1784,193,240,236.6875
"634",3,94,11.5547,0.031,236.9792,0.1423,2.70901779934735,205,251,245.1797
"635",6,156,61.2852,0.0787,674.7625,0.0263,5.29606779728313,193,245,223.625
"636",7,117,23.6133,0.0404,268.2166,0.0581,5.16957057504156,192,244.362391813787,236.4453
"637",4,216,85.5938,0.0858,1002.7,0.0335,6.28701031272571,155,245,197.918
"638",4,142,34.5664,0.082,869.6458,0.0267,5.33214459361722,178,246,228.6133
"639",5,194,60.3906,0.0647,714.4125,0.0563,7.16833431237205,110,238,193.1016
"640",4,123,14.3477,0.0291,192.7125,0.1109,2.7761,187,250,243.6172
"641",3,124,28.5781,0.0359,234.35,0.1251,6.71955417788815,159,240,220.0352
"642",2,7,2.4609,6e-04,0.225,0.7596,0.4502,245,247,246.8438
"643",3,13,3.7813,0.0023,1.8333,0.5108,0.9984,243,247,245.8281
"644",9,156,52.4375,0.0576,396.8709,0.0358,5.96879552601425,172,243,217.9063
"645",7,142,52.8789,0.0869,792.8376,0.0244,5.41252739184175,173,247,220.8047
"646",2,127,10.5781,0.026,173.0667,0.105,2.6932,205,253,247.3906
"647",9,182,75.8359,0.1063,1156.5585,0.0199,7.07032880967331,155,237,199.1133
"648",24,191,106.293,0.0944,926.1833,0.0221,6.96583710108439,159,232,189.082
"649",33,198,110.8477,0.099,1001.7667,0.021,7.39140722095105,155,221,177.875
"650",2,134,28.7266,0.0757,776.3022,0.0404,3.6631,195,253,238.8633
"651",3,24,5.9023,0.0068,9.375,0.2464,1.7382,238,249,246.1602
"652",4,57,13.2617,0.024,79.7208,0.0832,2.7598,222,249,242.9688
"653",3,185,65.4102,0.0886,923.5084,0.0247,6.73853976908132,159,240,204.1914
"654",9,208,107.1836,0.1311,1811.196,0.0181,9.03920619560338,105,235,172.7617
